"COD_LOCAL","COD_PLU","DAT_DIA_CALEND","QTD_VENDA_PREVISAO_SISTEMA"
1738,442961,2019-07-12,1.0282
1341,99165,2019-07-15,1.7247
1738,73486,2019-07-12,0.2595
2435,472197,2019-07-13,0.8167
2435,25188,2019-07-13,0.7922
1729,37051,2019-07-12,0.007
2435,1573954,2019-07-15,0.9404
1302,489584,2019-07-14,0.0198
1341,95389,2019-07-14,1.5818
1341,115582,2019-07-15,0.5408
1302,473316,2019-07-13,0.7301
1738,303057,2019-07-15,0.453
2435,1110869,2019-07-12,1.3408
1729,83379,2019-07-12,0.0043
1302,331784,2019-07-14,1.3984
1717,471053,2019-07-12,3.3067
1302,19934,2019-07-12,0.975
1717,264051,2019-07-14,0.7468
1341,364010,2019-07-12,0.2255
2435,395236,2019-07-13,0.1753
2435,77910,2019-07-13,0.0199
1302,9201,2019-07-15,2.7779
1729,471145,2019-07-13,0.8418
1738,102209,2019-07-15,0.4989
1717,472173,2019-07-15,0.307
1302,89586,2019-07-12,9.0925
1341,36559,2019-07-12,0.5218
1717,63173,2019-07-12,8.6113
1729,11068,2019-07-12,1.8231
1341,335751,2019-07-13,1.5526
1729,95877,2019-07-13,2.6983
1302,441377,2019-07-14,0.0626
1717,84994,2019-07-13,0.0093
1738,444,2019-07-13,0.0978
2435,57288,2019-07-12,0.3982
1717,378055,2019-07-12,0.3373
2435,472111,2019-07-13,0.5044
2435,31240,2019-07-14,0.8081
1729,67263,2019-07-12,1.4486
1717,95877,2019-07-15,17.8818
1717,472814,2019-07-15,0.045
2435,472654,2019-07-14,0.0259
2435,77521,2019-07-14,0.4914
1738,15059,2019-07-14,0.548
1302,16339,2019-07-15,8.3432
1341,132145,2019-07-15,4.2898
1738,1311,2019-07-12,7.7243
1717,472630,2019-07-14,0.6656
1729,9201,2019-07-13,0.0041
1738,1915,2019-07-14,1e-04
1717,472654,2019-07-14,0.7298
1717,52375,2019-07-12,2.7796
1341,13116,2019-07-15,1.4321
1717,89326,2019-07-15,0.2309
1729,209366,2019-07-12,4.478
1341,41027,2019-07-13,1.883
1729,826,2019-07-12,0.4641
1341,46510,2019-07-15,0.3271
1341,789,2019-07-12,10.6115
1341,378055,2019-07-12,1.7784
1729,42659,2019-07-12,5.3663
1302,120005,2019-07-15,0.8806
2435,473057,2019-07-14,0.972
1302,24297,2019-07-15,2.9121
1341,19934,2019-07-13,0.603
1738,888,2019-07-13,6.6776
1738,11068,2019-07-15,3.5372
1729,24297,2019-07-13,2.7063
1717,23986,2019-07-12,0.3855
1302,44912,2019-07-13,18.298
1302,473293,2019-07-12,0.054
2435,471053,2019-07-15,0.8986
2435,74209,2019-07-12,0.0627
1341,120036,2019-07-12,0.0216
1302,471145,2019-07-12,1.6148
1302,44189,2019-07-13,0.2277
1738,10191,2019-07-13,4.6661
1341,52351,2019-07-12,1.39
1341,115643,2019-07-12,0.2006
1717,5029,2019-07-14,16.9116
2435,901,2019-07-13,1.8026
1302,412575,2019-07-13,35.4833
2435,1250,2019-07-14,0.1309
1341,84987,2019-07-14,0.1252
1717,73653,2019-07-12,1.2229
1729,88718,2019-07-13,0.3898
1729,400947,2019-07-15,5e-04
2435,471121,2019-07-12,0.8541
1341,441315,2019-07-14,0.3154
2435,40259,2019-07-12,0.1979
1738,826,2019-07-12,0.5625
1302,82587,2019-07-12,0.3696
1302,93002,2019-07-15,0.3897
1341,488624,2019-07-13,0
1302,40372,2019-07-12,3.8494
2435,1281,2019-07-12,0.2045
1341,59985,2019-07-14,0.2852
1717,44189,2019-07-15,0.6877
1341,8440,2019-07-12,0.3938
1717,161091,2019-07-13,0.8625
2435,472807,2019-07-15,1.0162
1738,105491,2019-07-12,0.351
1302,11099,2019-07-14,0.5453
1341,16087,2019-07-14,0.8894
1302,54294,2019-07-13,2.8635
1717,41041,2019-07-15,6.9127
2435,12775,2019-07-15,5.3298
1341,471091,2019-07-15,2.088
1729,77224,2019-07-15,1.9664
1341,52542,2019-07-15,0.9976
1302,49771,2019-07-12,1.1195
1341,263986,2019-07-12,1.5025
1341,98076,2019-07-12,2.5923
1717,8440,2019-07-12,0.8649
1717,1110869,2019-07-12,4.7338
1717,3212028,2019-07-13,0.0704
1302,63210,2019-07-12,2.9917
1341,287739,2019-07-15,0.5601
2435,62718,2019-07-15,0.0029
1717,1915,2019-07-14,5.8962
1302,95921,2019-07-14,5.4188
1302,66860,2019-07-14,0.8679
1729,19934,2019-07-14,0.0668
1341,150927,2019-07-14,0.4937
1717,139465,2019-07-14,1.5527
1341,466776,2019-07-12,1.925
1302,12768,2019-07-14,0.6817
1302,38997,2019-07-13,3.2295
1302,1250,2019-07-14,1.1994
1738,50371,2019-07-13,0.7136
1341,105491,2019-07-13,0.4103
2435,6668,2019-07-12,0.5968
2435,414630,2019-07-13,0.274
1302,483056,2019-07-12,0.7761
1341,5029,2019-07-13,8.5175
2435,417457,2019-07-14,1.3674
1341,52924,2019-07-13,2.2687
2435,303040,2019-07-14,0.0288
2435,18715,2019-07-13,0.397
1341,465786,2019-07-12,5.4633
1738,426947,2019-07-14,1.1766
1717,120975,2019-07-14,0.3844
1729,82587,2019-07-13,0.4681
1341,1311,2019-07-13,7.1623
1302,88718,2019-07-14,0.4327
1738,139465,2019-07-12,0.7363
2435,420,2019-07-13,0.2005
1302,62572,2019-07-13,11.8756
1341,18715,2019-07-13,4.1981
1738,79389,2019-07-12,0.6615
1717,151023,2019-07-13,0.712
2435,472814,2019-07-13,0
2435,489584,2019-07-13,0.1401
1729,84086,2019-07-14,0.4263
1717,417457,2019-07-13,3.4978
1302,78788,2019-07-12,1.1562
1302,41041,2019-07-12,0.3071
1341,483056,2019-07-12,0.416
1738,12010,2019-07-14,2.4944
1717,82587,2019-07-14,2.1149
1717,52474,2019-07-14,0.0369
1302,79815,2019-07-12,2.1856
1717,42659,2019-07-12,9.0917
1729,378055,2019-07-14,0.8578
1302,426947,2019-07-13,3.8447
1302,16087,2019-07-12,5.7522
1302,139465,2019-07-12,3.2417
1302,12614,2019-07-13,0.4137
1738,12775,2019-07-13,19.9843
1302,120951,2019-07-12,2.5254
2435,88718,2019-07-13,0.0083
2435,472326,2019-07-14,0.0958
1341,488495,2019-07-14,0.6398
2435,92326,2019-07-12,2.3258
1717,11662,2019-07-12,0.2506
1717,62718,2019-07-13,1.3594
1302,77910,2019-07-14,0.1156
1738,287739,2019-07-13,0.5954
1302,9430,2019-07-13,11.6899
2435,40372,2019-07-13,2.6409
1729,468602,2019-07-12,0.0074
1738,472807,2019-07-13,1.0126
1717,439626,2019-07-13,1.0876
1341,65795,2019-07-12,2.226
2435,9638,2019-07-13,0.2028
1717,46060,2019-07-13,1.8848
2435,12768,2019-07-12,0.6708
2435,280877,2019-07-13,0
1738,471053,2019-07-13,8.7934
1729,37341,2019-07-14,0.7143
1302,465977,2019-07-12,0
1729,74667,2019-07-13,0.126
1717,417488,2019-07-14,5.2242
1729,60066,2019-07-13,0.2197
1341,412575,2019-07-12,16.4918
1738,25645,2019-07-13,1.0954
1738,84994,2019-07-14,0.3129
1341,77484,2019-07-13,0.9165
1738,10993,2019-07-14,0.2788
1302,92388,2019-07-14,0.2253
1717,77910,2019-07-13,0.7177
1341,435994,2019-07-13,0.0918
2435,3440087,2019-07-14,1.6361
1717,54690,2019-07-13,0.4254
1341,468596,2019-07-12,3.7336
1302,105491,2019-07-12,1.9901
1302,11662,2019-07-13,1.4023
2435,441209,2019-07-13,9e-04
1341,92777,2019-07-13,0.0369
2435,25645,2019-07-12,0.6505
1302,418614,2019-07-12,0.4573
1341,83379,2019-07-13,0
1717,52542,2019-07-13,1.9582
1302,447713,2019-07-13,0.1316
1729,8280,2019-07-13,0.6078
1738,12997,2019-07-13,1.3546
1717,44776,2019-07-13,0.0961
1341,76869,2019-07-14,0.7532
1729,5029,2019-07-14,4.3861
2435,11280,2019-07-15,0.373
1341,119986,2019-07-14,0.0217
1717,789,2019-07-14,2.5873
1738,37341,2019-07-14,1.2207
2435,54300,2019-07-14,0.0086
1341,86103,2019-07-13,3.109
1302,115636,2019-07-12,2.0802
1302,56854,2019-07-14,0.7207
1302,488402,2019-07-14,3.3065
1717,321600,2019-07-13,0.4541
2435,280860,2019-07-14,0.1855
1729,54690,2019-07-14,0.2987
1717,95389,2019-07-13,1.7381
1341,74667,2019-07-13,4.5659
1341,63906,2019-07-14,0.5305
1302,52351,2019-07-13,2.3058
1729,244466,2019-07-12,0.3058
1738,150927,2019-07-14,0.0087
1717,995795,2019-07-12,6.6224
1302,473323,2019-07-14,2.5841
1341,44912,2019-07-12,2.7936
1302,1335,2019-07-14,2.4119
1341,331623,2019-07-13,0.1323
1302,418492,2019-07-12,2.0322
1341,16339,2019-07-14,4.3338
1729,52559,2019-07-13,0.0527
2435,61315,2019-07-14,0.1052
1302,77224,2019-07-12,1.1761
1341,10191,2019-07-13,5.486
1302,119979,2019-07-14,0.2115
1302,76869,2019-07-12,5.6187
1341,263382,2019-07-13,0.0021
2435,378055,2019-07-12,0.1219
2435,74667,2019-07-13,0.0013
1341,473217,2019-07-13,3.8701
1738,40372,2019-07-13,4.059
1738,464536,2019-07-14,2.0684
1341,826,2019-07-13,2.0431
1717,63357,2019-07-14,0.3794
1302,84987,2019-07-14,0.3653
1729,44349,2019-07-13,27.7566
1717,9638,2019-07-13,0.1654
2435,140195,2019-07-13,0.6207
1341,303057,2019-07-14,1.8332
1302,483964,2019-07-12,1.7039
1302,4820833,2019-07-13,50.4656
2435,68345,2019-07-13,0.0093
1341,473293,2019-07-13,0.1116
1341,139465,2019-07-12,2.0794
1729,471138,2019-07-13,2.9902
1729,995108,2019-07-13,0.2498
1717,11099,2019-07-13,1.1532
1738,74667,2019-07-13,2.5694
1717,209366,2019-07-12,9.7244
1738,10924,2019-07-12,0.5993
1738,92326,2019-07-14,49.0081
1738,1335,2019-07-12,1.3967
1302,57059,2019-07-13,0
1302,494595,2019-07-14,0.7921
1729,52375,2019-07-14,6.8044
2435,15417,2019-07-12,0.7546
1302,314367,2019-07-12,13.5834
2435,25812,2019-07-13,0.0095
1729,80095,2019-07-14,0.0257
1302,132145,2019-07-14,21.2695
1302,150897,2019-07-14,0.1901
1717,10924,2019-07-14,0.1271
1302,64729,2019-07-14,4.9014
1729,120975,2019-07-14,0
2435,443760,2019-07-14,0.1272
1302,471121,2019-07-12,2.2794
1302,35392,2019-07-13,3.9537
1729,208,2019-07-12,6.5708
1738,102124,2019-07-13,0.6591
1717,15059,2019-07-13,13.1195
1729,16339,2019-07-12,7.7257
2435,417433,2019-07-14,0.7522
1341,465694,2019-07-13,0.0795
1738,994996,2019-07-14,36.407
2435,52559,2019-07-13,0.0677
1729,10238,2019-07-12,0.0098
1717,280884,2019-07-13,0.3935
1341,280822,2019-07-13,0.3861
1302,4820826,2019-07-13,47.0195
2435,345989,2019-07-13,0.1046
1717,617987,2019-07-13,0.5857
1717,25331,2019-07-14,0.3977
1341,465977,2019-07-13,0
2435,303057,2019-07-13,0.1736
1341,1915,2019-07-13,0.1129
2435,287944,2019-07-12,0.105
1717,473095,2019-07-14,7.102
1717,66136,2019-07-14,0.9848
1341,1281,2019-07-13,1.8715
1341,135160,2019-07-11,0.6893
1341,465854,2019-07-13,11.6004
1302,1733402,2019-07-14,1.1718
1738,18715,2019-07-12,2.4552
1302,14892,2019-07-12,0.0386
1302,80095,2019-07-13,0.2161
1341,42123,2019-07-13,0.3865
1717,71727,2019-07-13,0.2755
1302,263986,2019-07-12,1.4833
1302,68765,2019-07-12,30.0614
2435,85601,2019-07-14,3.2123
1341,61643,2019-07-13,0
2435,16087,2019-07-12,0.8854
1717,447713,2019-07-12,0.9113
2435,5029,2019-07-13,2.1801
1302,67263,2019-07-13,5.1416
1717,10238,2019-07-13,0.3911
1729,81641,2019-07-14,0.978
1717,826,2019-07-14,0.6348
1717,80095,2019-07-13,0.4633
1729,18715,2019-07-13,1.5083
1302,331616,2019-07-12,0.0159
1302,63173,2019-07-14,6.078
1302,120036,2019-07-12,0.136
1717,335751,2019-07-12,0.4028
2435,352,2019-07-14,0.0096
1729,216944,2019-07-12,0.0053
2435,222945,2019-07-13,0
1729,66136,2019-07-13,2.5311
1717,44912,2019-07-13,15.2692
1302,66068,2019-07-12,3.0921
1717,11280,2019-07-13,0.3451
1341,10924,2019-07-13,2.4222
1341,119993,2019-07-12,0.0253
1302,488624,2019-07-13,1.2531
1729,61179,2019-07-13,2.0278
1729,143981,2019-07-14,0.015
1738,82587,2019-07-13,0.674
1729,263986,2019-07-13,0
1729,11945,2019-07-13,0.4005
1341,54294,2019-07-13,1.7005
2435,38997,2019-07-13,0.2632
1717,472548,2019-07-14,0.8881
1738,1733402,2019-07-12,12.4485
1717,472562,2019-07-15,0.6784
1729,352,2019-07-14,0.0684
1738,28202,2019-07-14,2.1644
1717,52924,2019-07-14,1.6268
1341,95877,2019-07-12,2.1398
1738,216760,2019-07-14,0.3767
1729,68765,2019-07-13,4.2283
1302,9638,2019-07-14,1.0249
1738,277,2019-07-14,0.1407
1738,244640,2019-07-13,1.1285
1717,19095,2019-07-12,0.5432
1341,83478,2019-07-13,2.5274
1341,418614,2019-07-12,0.1755
1738,120951,2019-07-12,0.4926
1729,16759,2019-07-12,2.3995
1341,4820826,2019-07-12,15.1221
1341,60066,2019-07-14,0.3343
1341,41034,2019-07-13,3.4642
1729,50371,2019-07-13,0.346
1729,13116,2019-07-13,1.2537
2435,536,2019-07-12,0
2435,89586,2019-07-13,2.1664
1341,222945,2019-07-12,0.1047
1717,18449,2019-07-13,0.0063
1302,465694,2019-07-13,0.0743
1729,140195,2019-07-12,0.4288
1302,46060,2019-07-13,11.1122
2435,16759,2019-07-13,2.5367
1302,131124,2019-07-12,13.4575
1717,536,2019-07-12,0.8809
1738,19934,2019-07-14,0.0012
1717,170864,2019-07-13,0.0379
1717,444,2019-07-13,0.6149
2435,473736,2019-07-14,0.1904
2435,244640,2019-07-14,0.5734
1341,66136,2019-07-13,11.6879
1738,46060,2019-07-13,9.1304
2435,42338,2019-07-13,0.1972
1302,1311,2019-07-14,14.7359
1302,473217,2019-07-12,1.0882
1717,75183,2019-07-12,0.4977
1302,92326,2019-07-12,30.0048
1302,473248,2019-07-13,2.216
1738,30151,2019-07-13,3.5802
1341,37051,2019-07-12,0.0532
1341,74209,2019-07-15,0.1477
1341,63210,2019-07-12,2.9823
1717,88718,2019-07-13,2.6904
1738,63357,2019-07-13,1.0034
1717,89135,2019-07-14,0.5239
2435,70935,2019-07-14,0.0085
1729,46060,2019-07-13,10.2743
1717,57059,2019-07-12,15.4208
1341,66389,2019-07-13,1.542
1738,61179,2019-07-12,0.8122
1302,34500,2019-07-12,8.2035
2435,335751,2019-07-12,0.2824
2435,439626,2019-07-13,0.2105
1302,89135,2019-07-13,0.3019
1341,44455,2019-07-15,0.0012
1738,263733,2019-07-14,1.2619
1738,5029,2019-07-14,7.0966
1302,472807,2019-07-14,1.7425
1729,16926,2019-07-14,1.3445
1302,85601,2019-07-14,0.0534
1717,77521,2019-07-14,4.0083
1341,143981,2019-07-13,0
1738,68765,2019-07-14,49.2281
1729,23986,2019-07-13,0.0086
1341,280860,2019-07-14,0.5508
1729,30151,2019-07-13,0.9067
2435,11662,2019-07-13,0.0192
1341,120975,2019-07-12,2.1981
1341,70935,2019-07-13,0.3614
1341,11099,2019-07-12,0.1987
1717,1809,2019-07-13,1.457
1302,876612,2019-07-15,0.1906
1341,37341,2019-07-13,0.4222
1738,321594,2019-07-14,0.0391
1738,280884,2019-07-13,0.4219
1738,40259,2019-07-12,0.2802
1302,40648,2019-07-14,6e-04
1302,473224,2019-07-14,1.2823
1738,13116,2019-07-13,4.0228
1729,15059,2019-07-13,1.8601
1302,44349,2019-07-14,20.255
1302,63906,2019-07-12,1.5027
2435,125048,2019-07-13,0.0482
1738,789,2019-07-13,4.84
2435,74896,2019-07-13,0.0093
1729,143745,2019-07-12,8.0213
1717,473149,2019-07-13,2.4432
2435,472418,2019-07-13,1.3845
1717,5951,2019-07-13,0.039
1302,420,2019-07-14,0.0289
1717,1281,2019-07-13,4.3488
2435,345668,2019-07-12,0
1341,11068,2019-07-12,0.8641
1302,465861,2019-07-12,1.1002
2435,37051,2019-07-14,0.0085
1738,89135,2019-07-14,0.1289
1717,222945,2019-07-14,0.3748
1729,12010,2019-07-12,0.9419
2435,82587,2019-07-12,0.0475
1717,472449,2019-07-14,1.4772
1341,73486,2019-07-13,0.4514
1738,32155,2019-07-12,1.2508
1302,66389,2019-07-12,5.8061
1717,12614,2019-07-13,0.6393
1738,66136,2019-07-13,4.9309
1738,435994,2019-07-12,5e-04
2435,443777,2019-07-13,0.48
1302,40259,2019-07-14,0.6363
1717,10528,2019-07-14,6.1085
1341,82587,2019-07-12,0
1302,97314,2019-07-12,8e-04
1302,87247,2019-07-13,0.1241
2435,8280,2019-07-14,0.1817
1302,42338,2019-07-13,0.0872
1717,472326,2019-07-13,1.317
1717,1304,2019-07-13,5.769
1717,3440087,2019-07-12,133.2087
2435,29421,2019-07-13,0.39
2435,11099,2019-07-13,0.0248
1302,73653,2019-07-12,0.0076
1341,70942,2019-07-13,16.8432
1717,395236,2019-07-13,0.8615
1738,209366,2019-07-12,6.1675
1729,63173,2019-07-13,7.4271
1341,78788,2019-07-13,0.5271
1738,263702,2019-07-14,2.0081
2435,321075,2019-07-12,0.1748
1729,25188,2019-07-13,0.4824
1302,120975,2019-07-14,0
2435,89326,2019-07-13,0.0723
1717,345989,2019-07-12,0.3554
1341,15035,2019-07-13,11.9679
1302,447003,2019-07-14,5.2808
1302,871099,2019-07-13,3.176
1341,57059,2019-07-14,3.2805
1341,62749,2019-07-14,0.0014
1729,468596,2019-07-13,0.0093
1729,376,2019-07-14,2.6469
1341,331715,2019-07-14,0.0919
2435,11945,2019-07-14,0.1218
1302,209366,2019-07-12,13.9697
1341,471145,2019-07-12,0.1059
1302,244640,2019-07-13,1.5483
2435,789,2019-07-13,0.0671
1729,314367,2019-07-13,2.0224
2435,1809,2019-07-12,0.3104
2435,23986,2019-07-12,0.1954
1738,25331,2019-07-13,0.3405
1302,378055,2019-07-13,5.6045
1738,95921,2019-07-13,2.9451
2435,1205732,2019-07-13,4e-04
1341,64729,2019-07-13,1.9344
2435,473088,2019-07-13,0
1729,280860,2019-07-14,0.0126
1717,471145,2019-07-14,1.5914
1341,1250,2019-07-15,1.1496
1302,789,2019-07-14,9.0185
1302,99165,2019-07-14,3.0187
1341,14892,2019-07-14,0.0302
1341,331616,2019-07-14,0.1775
1302,16926,2019-07-13,0.7038
1738,77224,2019-07-12,2.1852
2435,15035,2019-07-14,1.9588
1302,994996,2019-07-14,53.3903
1341,131124,2019-07-13,8.7771
1729,150927,2019-07-14,0.1125
1717,471121,2019-07-14,1.2128
2435,77392,2019-07-13,0.0049
1738,120975,2019-07-13,0.0012
1738,84086,2019-07-14,0.8999
2435,16339,2019-07-13,1.1597
1738,303040,2019-07-12,0.1162
1717,40372,2019-07-14,4.4606
1717,59985,2019-07-12,2.4043
1717,420,2019-07-14,5.8605
2435,435994,2019-07-12,0.144
2435,1298,2019-07-14,0.136
1302,421935,2019-07-13,143.2307
2435,36559,2019-07-12,0.0609
2435,471114,2019-07-14,0.6408
1729,102230,2019-07-13,1.5999
1717,345538,2019-07-14,0.0015
1302,71727,2019-07-12,0
1738,263610,2019-07-13,4.379
1341,995108,2019-07-14,1.1102
1341,62572,2019-07-12,6.2102
1302,471114,2019-07-13,4e-04
1738,32087,2019-07-12,0.2159
1717,65795,2019-07-13,0.1253
1738,132145,2019-07-13,306.1144
1729,39345,2019-07-13,1.5737
1341,617987,2019-07-14,0.3183
1717,46930,2019-07-13,0.279
1729,612616,2019-07-14,0.0304
1738,12249,2019-07-14,0.5936
1341,40648,2019-07-13,0.0107
1729,494595,2019-07-13,0.0629
1717,472111,2019-07-13,1.2807
1738,376,2019-07-14,3.146
1738,263382,2019-07-12,0.0277
1302,208,2019-07-13,34.656
1729,28202,2019-07-13,3.4962
1302,488495,2019-07-13,2.6253
2435,472166,2019-07-12,1.8055
1729,63210,2019-07-13,0.6542
1738,69045,2019-07-13,2.6145
1341,89586,2019-07-13,20.1311
1302,473279,2019-07-13,4.3219
1302,1304,2019-07-12,0.1531
2435,59985,2019-07-12,0.083
1341,81641,2019-07-14,0.002
2435,473156,2019-07-12,0.3654
1729,23634,2019-07-13,8e-04
1717,345668,2019-07-14,0.0465
1717,84987,2019-07-14,0.1477
1738,65795,2019-07-12,1.3897
1729,79389,2019-07-12,1.2864
1729,10924,2019-07-13,0.0876
1729,57288,2019-07-14,0.0101
1302,16759,2019-07-14,41.6363
1738,89326,2019-07-14,0.3437
1729,157896,2019-07-14,0.0317
1341,30151,2019-07-14,0.4976
1302,77484,2019-07-14,1.0316
1738,32537,2019-07-14,0.5018
1729,32704,2019-07-12,0.1293
1717,24297,2019-07-13,0.4036
2435,131124,2019-07-12,1.8564
1341,23986,2019-07-13,0.1767
1341,263610,2019-07-13,0.0257
1341,28202,2019-07-12,1.0911
1717,58650,2019-07-14,0.0225
1738,536,2019-07-13,0.1339
1717,440905,2019-07-14,0.0207
2435,3211984,2019-07-13,0.0392
2435,25331,2019-07-12,0.1876
1729,789,2019-07-13,1.3606
1341,61315,2019-07-13,0.2143
1738,617987,2019-07-13,0.0032
1341,331784,2019-07-13,0.8354
1738,67263,2019-07-13,1.9986
1717,51705,2019-07-14,17.8716
1717,3211984,2019-07-13,0.1475
1341,32155,2019-07-13,3.4811
1302,465656,2019-07-13,0
1729,4820833,2019-07-12,10.511
1738,352,2019-07-14,0.0147
1729,77231,2019-07-14,3.0174
1738,418492,2019-07-13,0.0155
1738,98113,2019-07-12,0.6153
1717,92388,2019-07-13,0.9251
1302,473231,2019-07-14,0.7312
1738,66860,2019-07-12,0.389
1302,465816,2019-07-12,0
1717,244466,2019-07-13,1.5735
2435,13116,2019-07-13,1.8036
1341,61179,2019-07-13,1.2243
1341,77521,2019-07-12,1.5229
1729,15417,2019-07-12,0.1529
1341,98113,2019-07-14,0.3986
1341,277,2019-07-13,0.4859
1341,42659,2019-07-12,4.4482
1302,345538,2019-07-12,2.2311
1738,44349,2019-07-13,22.273
1341,38997,2019-07-13,1.3436
1717,471138,2019-07-13,3.8161
1717,263757,2019-07-14,0.3271
1341,473316,2019-07-14,0.5581
1302,52559,2019-07-13,0.34
1302,335751,2019-07-13,1.1514
1729,73486,2019-07-12,0.1267
1729,10191,2019-07-14,0.3194
1738,466776,2019-07-12,4.3175
1341,85601,2019-07-12,0.114
1341,1298,2019-07-14,0.0848
1341,52559,2019-07-12,0.0013
1341,74773,2019-07-14,0.1632
1341,802,2019-07-13,0.8779
1302,143981,2019-07-13,0.2207
1302,32704,2019-07-12,0.4055
1729,802,2019-07-13,0.417
1302,11945,2019-07-13,0.5014
1738,441148,2019-07-12,0.5526
1341,121507,2019-07-13,0.1939
1738,98243,2019-07-13,1.4377
1738,81641,2019-07-14,0.9786
1717,10191,2019-07-13,16.4729
1302,465830,2019-07-13,11.0702
1729,131124,2019-07-13,3.305
1717,737272,2019-07-13,5.3408
1729,536,2019-07-13,0.262
1738,80095,2019-07-14,0.1943
1341,465830,2019-07-12,3.7743
1341,11945,2019-07-14,0.4646
1302,52924,2019-07-14,6.1155
1717,94740,2019-07-14,2.4619
1302,222945,2019-07-13,0.2888
1738,345668,2019-07-14,1e-04
1717,73486,2019-07-13,0.2647
1717,42338,2019-07-14,0.3075
1729,139465,2019-07-14,0.754
1738,471138,2019-07-13,0.6516
1302,51705,2019-07-12,2.5268
1302,471091,2019-07-13,25.7217
1341,465823,2019-07-12,1.8736
1341,24297,2019-07-12,0.7805
2435,54690,2019-07-12,0.0014
1738,6668,2019-07-12,1.1669
1717,11945,2019-07-14,0.4287
1341,77910,2019-07-13,0.3438
1717,472753,2019-07-13,1.0861
1302,92777,2019-07-13,0.0335
1717,10993,2019-07-12,0.0271
1717,417419,2019-07-13,3.6042
1729,303057,2019-07-12,0.2671
2435,89135,2019-07-13,0.1
1302,70942,2019-07-13,9.9289
2435,44349,2019-07-12,0.0691
1302,465762,2019-07-13,0.4005
2435,37839,2019-07-13,0.0191
1717,80347,2019-07-12,1.1523
1302,440837,2019-07-12,3.5748
1302,280884,2019-07-14,0.8334
1341,68765,2019-07-13,32.0026
1302,44455,2019-07-13,0
1302,65535,2019-07-14,1.5473
1729,473712,2019-07-14,0.2745
1341,421935,2019-07-13,125.3114
1717,1854,2019-07-13,0.6589
2435,151023,2019-07-13,0.2844
2435,73653,2019-07-14,0.0025
1302,303057,2019-07-12,8.0871
2435,62572,2019-07-12,3.448
1302,84994,2019-07-13,1.4606
1302,57288,2019-07-13,0.1857
1302,30533,2019-07-13,2.6453
1302,74667,2019-07-12,4.8807
1729,1281,2019-07-15,1.9022
1738,471121,2019-07-12,1.0194
1302,142724,2019-07-13,1.7681
1341,447003,2019-07-13,0.7974
1729,1298,2019-07-14,0
2435,321600,2019-07-14,0.1579
1302,25331,2019-07-13,6.4624
2435,472906,2019-07-12,0.267
1738,5350490,2019-07-13,1.7615
1729,442961,2019-07-12,0.4261
1738,77392,2019-07-12,2.1457
1717,472166,2019-07-12,1.2911
1729,464536,2019-07-13,1.8937
1302,61315,2019-07-13,0.3098
2435,263757,2019-07-14,0.075
2435,264051,2019-07-14,0.0971
1729,280884,2019-07-14,0.014
1729,447003,2019-07-14,0.4169
1302,331715,2019-07-14,0.1852
1341,465670,2019-07-14,10.0835
1302,12775,2019-07-13,6.9616
1729,77521,2019-07-14,0
1717,85601,2019-07-13,15.0406
1738,31240,2019-07-14,0.6808
1341,95921,2019-07-14,2.6534
1302,52375,2019-07-14,5.5918
2435,472173,2019-07-13,0.6365
1302,50371,2019-07-14,4.965
2435,73318,2019-07-13,0.3808
1717,4869092,2019-07-13,19.3037
2435,417457,2019-07-15,1.5889
1302,13116,2019-07-14,2.6753
2435,472753,2019-07-15,0.0343
2435,417402,2019-07-14,0.3234
1341,18449,2019-07-13,8e-04
1729,98243,2019-07-15,0.0433
2435,142724,2019-07-15,1.1587
2435,473071,2019-07-13,0
1717,46503,2019-07-14,0.3798
1729,56854,2019-07-15,0.194
1302,115582,2019-07-13,0.2243
1717,143745,2019-07-14,43.5018
1302,476140,2019-07-14,0.018
2435,417419,2019-07-14,0.5299
1717,140195,2019-07-12,1.7802
1302,468602,2019-07-14,2.4198
1341,69045,2019-07-14,1.9214
1302,18715,2019-07-14,10.0134
1302,63357,2019-07-15,1.6637
1302,42659,2019-07-13,6.8785
1302,901,2019-07-13,0.3369
1717,12997,2019-07-13,1.1537
1738,83379,2019-07-13,0.0061
1341,89326,2019-07-15,0.0398
1341,303040,2019-07-15,0.177
1738,88718,2019-07-15,0.284
2435,3212035,2019-07-12,0.0491
1738,441315,2019-07-13,0.7237
1729,73653,2019-07-15,0
1341,345538,2019-07-13,1.9623
2435,209366,2019-07-12,0.0396
1729,32537,2019-07-13,0.7677
1729,71727,2019-07-13,0
1729,471114,2019-07-14,1.1488
1302,61179,2019-07-13,7.7466
1729,102124,2019-07-13,0.1532
1341,12997,2019-07-15,0.862
1717,16759,2019-07-15,0.68
2435,3212028,2019-07-13,0.0022
1341,63173,2019-07-13,2.6158
1717,42123,2019-07-13,0.4935
1302,95877,2019-07-15,1.5709
2435,70942,2019-07-14,1.5297
1729,98113,2019-07-13,0.1958
1341,471114,2019-07-13,1.9739
1738,9638,2019-07-13,0.9167
1302,280877,2019-07-13,0.5694
1302,31240,2019-07-14,2.8192
1738,102230,2019-07-12,2.1497
1341,181860,2019-07-14,0.5877
1717,169851,2019-07-14,116.861
1729,54294,2019-07-12,0.1722
1302,280822,2019-07-13,0.7923
1341,31240,2019-07-13,3.782
1717,70942,2019-07-15,1.2664
