"COD_LOJA","plu","NOM_SECAO","NOM_CATEG","NOM_SUBCATEG","NOM_GRUPO","NOM_SUBGRUPO","NOM_PROD","FILL.P","N.DAYS","S.DAYS","N.TRANS","PROFIT"
1717,417389,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG CONTRA FILE BOV RESF KG",87.43,756,661,6132,194368.76
1717,472562,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG CONTRA FILE P/CHURRASCO TERNEIRO",26.43,734,194,491,12544.51
1717,61643,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","PICANHA BOV RESF BIFE            KG",66.45,754,501,1333,38761.35
1717,1809,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","FRALDINHA EXTRA LIMPA BOV RESF   KG",76.17,751,572,2473,75773.99
1717,47197,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BIFE CHORIZO CONTRA FILE RESF     K",69.99,753,527,1293,34411.04
1717,417488,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG MIOLO DE ACEM TERNEIRO BOV KG",45.77,756,346,1455,31162.01
1717,40648,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO FABRICACAO PROPRIA MANIPULADO","KIT QUEIJOS ESPECIAIS MANIPULADOS","KIT BOURSIN",17.98,723,130,158,4647.04
1717,56854,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","MAMINHA BOV RESF BIFE            KG",78.17,756,591,1656,33743.23
1717,472814,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG BIFE PICANHA TERNEIRO",7.97,590,47,76,2883.46
1717,54690,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BIFE PANELA BOV RESF             KG",26.59,722,192,348,4095.81
1717,60066,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","PEITO BOV RESF PEDACO            KG",10.14,562,57,87,1036.02
1717,472173,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG BIFE PARIS TERNEIRO",30.42,756,230,406,6636.27
1717,62749,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","MIOLO ACEM BOV RESF              KG",6.69,718,48,49,1211.99
1717,68765,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA PEDACO MANIPULADA","QJ MUCARELA NAC PED KG",14.53,413,60,71,1189.71
1717,473279,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG CONTRA FILE NOVILHO ESPECIAL",100,1,1,1,11.59
1717,473323,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG ALCATRA NOVILHO STROGONOFF",100,1,1,1,12.59
1717,352,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BIFE PARA ROLE (CX DURO BOV RF) KG",65.43,755,494,1162,28938.34
1717,417433,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG PATINHO BOV RESF  KG",37.78,749,283,2743,67062.52
1717,44349,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","COXAO MOLE BOV PEDACO            KG",85.3,755,644,3097,79741.71
1717,11099,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","FILE MIGNON BOV RESF BIFE        KG",88.23,756,667,5855,197878.47
1717,417457,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG MUSCULO BOV RESF KG",34.1,742,253,1043,20974.66
1717,1298,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","MAMINHA BOV RESF ESPECIAL        KG",72.99,748,546,2498,111724.17
1717,888,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","BIFE FIGADO BOVINO   KG",66.67,756,504,1784,9171.03
1717,473071,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG BIFE BOBOLETA TERNEIRO",9.04,741,67,105,1005.68
1717,83379,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BIFE PALHA LAGARTO BOV RESF KG",39.58,753,298,428,5710.5
1717,417372,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG FILE MIGNON BOV RESF KG",15.17,745,113,376,15136.32
1717,473040,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG FRALDINHA EXTRA LIMPA TERNEIRO",53.61,748,401,1477,42355.19
1717,473057,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG MUSCULO ESPECIAL TERNEIRO",43.44,755,328,1296,23979.75
1717,789,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","RABADA BOVINO  KG",57.01,756,431,1103,37949.87
1717,46930,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","FRALDINHA BOV RESF PEDACO        KG",31.61,756,239,523,12641.5
1717,472630,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG FILE MIGNON EXTRA LIMPO TERNEIRO",28.19,745,210,439,27145.66
1717,473170,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG ESPECIAL PEITO TERNEIRO",23.31,725,169,294,4029.79
1717,1250,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","LINGUA BOVINO KG",24.4,250,61,67,832.74
1717,473088,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG PEIXINHO ESPECIAL TERNERIO",13.14,746,98,131,2563.95
1717,473231,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG FILE MIGNON NOVILHO STROGONOFF",100,1,1,1,11.96
1717,44189,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","CONTRA FILE BOV RESF PEDACO      KG",37.73,750,283,448,16290.41
1717,448284,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG ALCATRA BOV RESF KG",61.8,754,466,2214,54138.27
1717,472371,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG STROGONOF ALCATRA TERNEIRO",39.3,748,294,948,27836.5
1717,77392,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","PATINHO BOV RESF BIFE            KG",81.77,746,610,2208,42495.25
1717,143745,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QA QJ MUSS QUALITA FAT",98.94,756,748,70606,557712.31
1717,63173,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","PEITO FGO RESF S/PELE KG",94.58,756,715,7371,90673.2
1717,85601,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","SOBRECOXA FGO S/PELE RESF KG (PCTE)",99.07,756,749,12399,194422.56
1717,63210,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","STROGONOFF DE FILE FRANGO RESF   KG",97.88,756,740,7304,85746.02
1717,15035,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QJ MUSS TIROLEZ FAT",97.62,756,738,21430,266141.68
1717,5029,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","FILE DE PEITO FGO RESF KG",97.35,756,736,11630,168602.35
1717,51705,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","SOBRECOXA FGO RESF GNEL KG (PCTE)",99.07,756,749,8204,110145.8
1717,74209,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QJ MUSSARELA LIGHT BALKIS FATIADO",52.45,755,396,1761,18255.08
1717,471145,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO TEMPERADO GENERICO","SOBRECOXA FGO TEMP RESF KG",59.81,754,451,834,10694.79
1717,1335,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO PRATO MANIPULADO","QUEIJO PRATO PEDACO MANIPULADO","QJ PRATO NAC PED KG",33.83,736,249,389,5121.94
1717,366793,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QJ MUSS RALADA/FILETADA",2.9,723,21,23,186.69
1717,18449,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QJ MUCARELA IMP FAT KG",1.65,364,6,6,115.86
1717,57059,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO DE AVE MANIPULADO","PEITO DE AVE MANIPULADO","PEITO PERU DEF SADIA S/C FT",98.15,756,742,54420,517198.96
1717,12775,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","PRESUNTO MANIPULADO","PRESUNTO COZIDO MANIPULADO","PRES COZ MAGRO SADIA FAT",98.81,756,747,65421,377875.64
1717,92326,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA TOSCANA MANIPULADA","LING TOSCANA SADIA               KG",93.92,756,710,10647,117916.64
1717,287739,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","MORTADELA MANIPULADA","MORTADELA MANIPULADA","MORT DEFUMADA SADIA FAT MSD",62.3,756,471,2147,8161.73
1717,28202,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","COXINHA DA ASA FRANGO RESF KG",90.21,756,682,5411,72861.79
1717,34500,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA TOSCANA MANIPULADA","LING TOSCANA AURORA KG",86.51,756,654,9799,113538
1717,89586,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA TOSCANA MANIPULADA","LING TOSCANA SEARA GNEL KG     9288",47.92,720,345,1640,17420.83
1717,8440,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","PRESUNTO COZIDO ESPECIAL MANIPULADO","PRES ROYALE SADIA FAT PTOP P",60.66,755,458,2171,27860.92
1717,471053,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA TOSCANA MANIPULADA","LING TOSC NABRASA PERDIGAO GNEL KG",58.6,756,443,2103,22249.57
1717,70942,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","PRESUNTO MANIPULADO","PRESUNTO COZIDO MANIPULADO","PRES COZ MAGRO SEARA FAT",78.31,756,592,4388,21963.25
1717,15059,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO PRATO MANIPULADO","QUEIJO PRATO FATIADO MANIPULADO","QJ PRATO TIROLEZ FAT",98.28,756,743,24021,265819.82
1717,49771,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","MORTADELA ESPECIAL MANIPULADA","MORT BOLOGNA TRADICIONAL CERATTI FT",92.86,756,702,16183,104358.27
1717,1311,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","PEITO FGO C/OSSO RESF KG",94.05,756,711,4909,54907.98
1717,13116,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","SALAME COPA E LOMBO MANIPULADO","SALAME MANIPULADO","SALAME ITAL SADIA  FATIADO KG",79.76,756,603,13383,176752.51
1717,489584,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","ROSBIFE MANIPULADO","PIG BEEF AZEITONA CERATTI FAT",40.05,754,302,611,3603.43
1717,40372,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","MORTADELA MANIPULADA","MORTADELA MANIPULADA","MORT BOLOGNA OURO PERDIGAO FAT MBB",93.5,754,705,9329,36679.18
1717,42123,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","MORTADELA ESPECIAL MANIPULADA","MORT C/AZEITONA CERATTI FT",30.97,746,231,505,2927.61
1717,16339,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","COXA C/SOBRECOXA FRANGO RESF     KG",63.08,753,475,1730,17189.77
1717,994996,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","SALSICHA MANIPULADA","SALSICHA HOT DOG E VIENA MANIPULADA","SALS HOT DOG PERDIGAO GNEL SHG   KG",35.68,754,269,1328,6810.44
1717,471138,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO TEMPERADO GENERICO","DRUMET FGO TEMP RESF KG",80.26,755,606,2258,36514.72
1717,78788,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","COXA SCOXA FGO S/PELE RESF KG",41.51,754,313,580,5790.85
1717,10924,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA DE AVE MANIPULADA","LING FRANGO SEARA GNEL KG      5185",22.47,752,169,362,3674.48
1717,87247,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - FRANGO INTEIRO","FRANGO RESF (METADE)              K",18.3,754,138,170,1644.01
1717,73486,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","SALAME COPA E LOMBO MANIPULADO","LOMBO MANIPULADO","LOMBO DEF SEARA FAT            6220",42.78,755,323,800,3408.68
1717,63357,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","SOBRECOXA FGO S/PELE RESF GNEL COXA",6.43,731,47,73,1016.3
1717,412575,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA PEDACO MANIPULADA","QJ MUCARELA IMP PED KG",12.5,40,5,5,80.7
1717,84994,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","MORTADELA ESPECIAL MANIPULADA","MORT BAMBINA CERATTI FATIADA",4.05,296,12,12,70.82
1717,420,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BABY BEEF BOV RESF               KG",95.1,755,718,9116,238005.71
1717,95877,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","BIFE DE FILE DE FRANGO RESF      KG",98.02,756,741,18397,228935.91
1717,244640,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO TEMPERADO GENERICO","MEIO ASA FGO RESF TEMP KG",34.79,756,263,840,16236.29
1717,44912,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","PATINHO BOV RESF PEDACO          KG",92.99,756,703,10215,231169.27
1717,417419,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG COXAO MOLE BOV RESF KG",58.15,755,439,5111,101563.86
1717,1304,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","MEDALHAO FILE MIGNOM BOV RESF    KG",94.58,756,715,6594,253478.89
1717,77231,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","ALCATRA BOV RESF BIFE            KG",91.26,755,689,5831,132724.25
1717,472418,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG BABY BEEF TERNERO (ALCATRA)",67.02,755,506,2796,93060.71
1717,11662,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","LAGARTO BOV RESF BIFE            KG",45.83,755,346,528,7663.62
1717,59985,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","PALETA BOV RESF PEDACO           KG",42.35,732,310,1251,27801.43
1717,901,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","FILE MIGNON BOV EXTRA LIMPO RESF KG",96.56,756,730,7808,401681.16
1717,73653,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BOMBOM ALCATRA RESF               K",84.35,754,636,2981,64862.3
1717,80347,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","LAGARTO BOVINO RESF EXTRA LIMPO KG",74.93,754,565,2951,102177.66
1717,417495,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG MIOLO DA PALETA TERNEIRO BOV KG",45.77,756,346,1652,33332.31
1717,1915,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","CARNE P/ STROGONOFF DE FILE MIGNON",97.49,756,737,6039,227538.99
1717,61315,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","CARNE P/ STROGONOFF DE ALCATRA",95.63,755,722,6028,163319.77
1717,52542,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","ACEM BOV RESF PEDACO             KG",64.91,741,481,2067,44717.97
1717,376,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","CONTRA FILE BOV RESF BIFE        KG",98.02,756,741,7891,195480.34
1717,472548,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG BIFE ESPECIAL TERNEIRO CONTRA F",28.88,748,216,575,13138.41
1717,12010,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - FRANGO INTEIRO","FRANGO A PASSARINHO RESF          K",65.65,754,495,1283,12628.49
1717,471121,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO TEMPERADO GENERICO","FGO PASSARINHO TEMP RESF KG",55.32,752,416,895,7877.63
1717,6668,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","ASA FRANGO RESF                  KG",74.6,756,564,2721,34357.11
1717,97314,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","CUBOS FILE MIGNON                 K",80.82,756,611,1835,64676.69
1717,1281,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","COXA FRANGO RESF                  K",73.64,755,556,2032,20065.89
1717,473095,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG LAGARTO EXT LIMPA TERNEIRO",68.65,756,519,2275,93004.81
1717,1854,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","RUMP STEAK ALCATRA BOV RESF KG",58,750,435,915,22743.29
1717,472166,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG STROGONOF COXAO MOLE TERNEIRO",47.8,751,359,1129,24269.95
1717,473156,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG BIFE A MILANESA PATINHO TERNEIRO",30.98,752,233,715,13883.61
1717,472715,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG STROGONOF FILE MIGNON TERNEIRO",20.48,747,153,295,13264.63
1717,81641,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","COXAO DURO BOV RESF BIFE         KG",62.6,754,472,946,15569.16
1717,826,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","BUCHO BOVINO  KG",54.64,754,412,637,7836.36
1717,472654,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG MEDALHAO FILE MIGNON TERNEIRO",23.26,748,174,450,21042.48
1717,472449,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG BIFE CHORIZO TERNEIRO CONTRA F",28.25,747,211,411,10771.5
1717,472197,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG CARNE P/ MOLHO TERNERO",38.37,748,287,560,13053.85
1717,473149,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG CORACAO DE PATINHO TERNEIRO",43.24,740,320,733,35185.72
1717,216944,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - FRANGO INTEIRO","FRANGO INT CORTADO NA JUNTA RESF KG",14.9,698,104,133,2270.12
1717,89326,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","PEIXINHO ESPECIAL BOV RESF       KG",19.65,738,145,203,4940.69
1717,472326,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG BOMBOM ALCATRA TERNEIRO",33.56,748,251,638,14638.99
1717,473064,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG BIFE PANELA TERNERO",16.82,737,124,226,2513.15
1717,378055,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","MOCOTO BOVINO KG",25.58,735,188,237,2355.16
1717,5678,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","CONTRA FILE BOV RESF ESPECIAL    KG",2.02,694,14,16,612.17
1717,44455,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PECA","FRALDINHA FORA DO VACUO BOV RESF KG",100,2,2,2,87.69
1717,473293,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG CONTRA FILE NOVILHO P/ CHURRASCO",100,2,2,2,34.77
1717,995795,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","SCALOPE FILE MIGNON BOV RESF     KG",98.28,756,743,11117,354898.3
1717,617987,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","SALSICHAO MANIPULADO","SALSICHAO C/PICLES CERATTI FT",66.8,756,505,1235,6435.89
1717,36559,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PECA","MAMINHA FORA DO VACUO BOV RESF KG",49.27,753,371,943,29099.47
1717,8280,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","MUSCULO BOV RESF PEDACO          KG",95.37,756,721,7390,144464.13
1717,12997,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","SALAME COPA E LOMBO MANIPULADO","SALAME MANIPULADO","SALAME HAMBURGUES SADIA FATIADO KG",60.58,756,458,2113,24758.6
1717,12614,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","ROSBIFE MANIPULADO","PIG BEEF CERATTI FT",78.7,756,595,1951,11224.88
1717,19095,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","MORTADELA ESPECIAL MANIPULADA","MORT C/PISTACHE CERATTI FAT",42.8,750,321,780,4912.99
1717,444,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BIFE PARIS BOV RESF              KG",59.95,754,452,863,13929.51
1717,77224,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","BIFE COXAO MOLE BOV RESF     KG",81.96,754,618,2697,54923.19
1717,80132,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","ESPECIALIDADE SUINO MANIPULADO","LOMBO CONDIMENTADO CERATTI FT",39.57,748,296,604,5365.33
1717,536,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","CARNE P/ MOLHO BOV RESF          KG",74.6,752,561,1539,35279.97
1717,120975,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO DE AVE MANIPULADO","PEITO DE AVE MANIPULADO","PTO PERU S/CAS DEF LIG SEARA FAT",39.42,756,298,1560,12576.6
1717,9638,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","PRESUNTO MANIPULADO","APRESUNTADO MANIPULADO","APRESUNTADO SADIA FAT APRN",41.24,742,306,1049,3644.93
1717,25645,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO DE AVE MANIPULADO","BLANQUET E TRANCHET MANIPULADO","BLANQUET PERU SADIA LIGHT FAT",81.17,754,612,4537,30357.56
1717,24297,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO DE AVE MANIPULADO","PEITO DE AVE MANIPULADO","PEITO PERU DEF SADIA FAT",69.58,756,526,1877,13687.65
