"COD_LOJA","plu","NOM_SECAO","NOM_CATEG","NOM_SUBCATEG","NOM_GRUPO","NOM_SUBGRUPO","NOM_PROD","FILL.P","N.DAYS","S.DAYS","N.TRANS","PROFIT"
1341,68765,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA PEDACO MANIPULADA","QJ MUCARELA NAC PED KG",92.86,756,702,77050,1200933.38
1341,41041,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","ALCATRA BOV RESF PEDACO          KG",55.21,748,413,14342,358135.08
1341,473217,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG FILE MIGNON NOVILHO EXTRA LIMPO",71.96,756,544,6566,330089.86
1341,52375,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","COXAO DURO BOV RESF PEDACO       KG",70.37,756,532,11954,260900.9
1341,465656,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG ALCATRA NOVILHO BIFE",53.34,748,399,7670,169483.34
1341,357111,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QJ MUS FAMILIAR FAT",72.09,756,545,5316,160949.54
1341,465977,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG CAPA DE FILE NOVILHO PEDACO",10.39,722,75,1424,28362.24
1341,56854,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","MAMINHA BOV RESF BIFE            KG",57.41,756,434,3744,50526.24
1341,465632,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG FILE MIGNON NOVILHO BIFE",31.5,746,235,2692,110630.78
1341,77453,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","BIFE C FILE BOV RES FAMILIAR     KG",84.82,751,637,4878,247183.06
1341,61643,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","PICANHA BOV RESF BIFE            KG",22.28,718,160,684,16477.08
1341,54690,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BIFE PANELA BOV RESF             KG",35.66,558,199,1116,9635.78
1341,19422,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","BIFE CX DURO BOV RESF FAMILIAR  KG",43.16,746,322,1156,40256.28
1341,60066,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","PEITO BOV RESF PEDACO            KG",35.2,750,264,2186,37937.66
1341,473323,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG ALCATRA NOVILHO STROGONOFF",77.78,756,588,3910,83223.46
1341,465960,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG PEITO BOV RESF KG",15.71,643,101,1378,25948.72
1341,119993,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG PALETA NOVILHO BIFE BORBOLETA",20.82,730,152,580,6503.9
1341,473279,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG CONTRA FILE NOVILHO ESPECIAL",14.42,721,104,370,8213.4
1341,47197,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BIFE CHORIZO CONTRA FILE RESF     K",11.49,618,71,248,5661.7
1341,40648,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO FABRICACAO PROPRIA MANIPULADO","KIT QUEIJOS ESPECIAIS MANIPULADOS","KIT BOURSIN",1.22,736,9,20,599.8
1341,62749,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","MIOLO ACEM BOV RESF              KG",0.28,702,2,10,150.72
1341,888,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","BIFE FIGADO BOVINO   KG",94.18,756,712,18426,125029.3
1341,44349,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","COXAO MOLE BOV PEDACO            KG",78.01,755,589,28396,657338.12
1341,789,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","RABADA BOVINO  KG",87.68,755,662,8890,263398.7
1341,20336,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","BIFE ALCATRA BOV RESF FAMILIAR   KG",81.85,755,618,4552,214142.1
1341,465670,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG CONTRA FILE NOVILHO BIFE",62.83,748,470,14108,346318.18
1341,11099,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","FILE MIGNON BOV RESF BIFE        KG",75.53,756,571,8792,234886.66
1341,465786,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG COXAO MOLE NOVILHO BIFE",46.26,735,340,9802,196150.94
1341,465762,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG MAMINHA NOVILHO TRADICIONAL",32.12,741,238,1452,30566.46
1341,473231,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG FILE MIGNON NOVILHO STROGONOFF",62.77,752,472,2692,78053.98
1341,98076,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG PICANHA NOVILHO BIFE",42.27,750,317,1944,51004.28
1341,473248,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG FILE MIGNON NOVILHO ESCALOPE",57.79,751,434,2938,70715.68
1341,1250,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","LINGUA BOVINO KG",48.28,756,365,1500,28102.7
1341,465717,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG COXAO DURO NOVILHO BIFE",51.61,746,385,10032,199708.06
1341,352,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BIFE PARA ROLE (CX DURO BOV RF) KG",34.86,720,251,1136,28326.68
1341,119948,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG PATINHO NOVILHO BIFE P/ MILANESA",22.94,754,173,742,8757.72
1341,1298,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","MAMINHA BOV RESF ESPECIAL        KG",40.93,750,307,1208,50217.02
1341,119986,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG PALETA NOVILHO BIFE DE PANELA",26.23,732,192,842,7834.68
1341,83379,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BIFE PALHA LAGARTO BOV RESF KG",10.48,477,50,180,2065.18
1341,46930,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","FRALDINHA BOV RESF PEDACO        KG",1.67,299,5,10,324.62
1341,77392,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","PATINHO BOV RESF BIFE            KG",60.31,708,427,5394,79713.84
1341,44189,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","CONTRA FILE BOV RESF PEDACO      KG",43.47,743,323,8626,290114.52
1341,802,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","CORACAO BOVINO   KG",41.53,756,314,954,7992.8
1341,63173,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","PEITO FGO RESF S/PELE KG",66.23,755,500,4910,54540.86
1341,143745,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QA QJ MUSS QUALITA FAT",98.68,756,746,76552,620972.28
1341,15035,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QJ MUSS TIROLEZ FAT",99.47,756,752,59948,574278.08
1341,366793,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QJ MUSS RALADA/FILETADA",65.07,753,490,4604,39364.08
1341,5029,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","FILE DE PEITO FGO RESF KG",91.4,756,691,13120,132910.24
1341,420556,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","COXINHA DA ASA FGO RESF FAMILIAR KG",72.8,750,546,5100,90113.56
1341,63210,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","STROGONOFF DE FILE FRANGO RESF   KG",91.27,756,690,7502,85518.72
1341,409520,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","ASA DE FRANGO RESF FAMILIAR KG",66.36,755,501,3096,60384.02
1341,74209,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QJ MUSSARELA LIGHT BALKIS FATIADO",43.99,707,311,1810,15182.96
1341,1335,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO PRATO MANIPULADO","QUEIJO PRATO PEDACO MANIPULADO","QJ PRATO NAC PED KG",54.5,756,412,9792,154569.48
1341,18449,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA FATIADA MANIPULADA","QJ MUCARELA IMP FAT KG",4.12,729,30,1618,11135.66
1341,471145,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO TEMPERADO GENERICO","SOBRECOXA FGO TEMP RESF KG",32.45,752,244,1006,10005
1341,51705,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","SOBRECOXA FGO RESF GNEL KG (PCTE)",10.21,754,77,496,5533.66
1341,85601,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","SOBRECOXA FGO S/PELE RESF KG (PCTE)",4.28,514,22,94,1238.88
1341,1311,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","PEITO FGO C/OSSO RESF KG",80.4,755,607,8534,88674.66
1341,287739,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","MORTADELA MANIPULADA","MORTADELA MANIPULADA","MORT DEFUMADA SADIA FAT MSD",76.69,755,579,7802,31497.04
1341,34500,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA TOSCANA MANIPULADA","LING TOSCANA AURORA KG",95.63,756,723,26306,310181.4
1341,994996,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","SALSICHA MANIPULADA","SALSICHA HOT DOG E VIENA MANIPULADA","SALS HOT DOG PERDIGAO GNEL SHG   KG",98.02,756,741,38438,201949.22
1341,12775,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","PRESUNTO MANIPULADO","PRESUNTO COZIDO MANIPULADO","PRES COZ MAGRO SADIA FAT",98.94,756,748,65286,408291.86
1341,70942,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","PRESUNTO MANIPULADO","PRESUNTO COZIDO MANIPULADO","PRES COZ MAGRO SEARA FAT",87.7,756,663,39256,222525.72
1341,15059,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO PRATO MANIPULADO","QUEIJO PRATO FATIADO MANIPULADO","QJ PRATO TIROLEZ FAT",99.47,756,752,34312,297754.02
1341,40372,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","MORTADELA MANIPULADA","MORTADELA MANIPULADA","MORT BOLOGNA OURO PERDIGAO FAT MBB",90.87,756,687,19466,79534.5
1341,89586,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA TOSCANA MANIPULADA","LING TOSCANA SEARA GNEL KG     9288",78.31,756,592,6462,75777.5
1341,412575,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","QUEIJOS MANIPULADOS","QUEIJO MUSSARELA MANIPULADO","MUSSARELA PEDACO MANIPULADA","QJ MUCARELA IMP PED KG",90.48,756,684,81192,1097223.5
1341,57059,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO DE AVE MANIPULADO","PEITO DE AVE MANIPULADO","PEITO PERU DEF SADIA S/C FT",97.09,756,734,38802,364821.72
1341,84994,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","MORTADELA ESPECIAL MANIPULADA","MORT BAMBINA CERATTI FATIADA",88.93,750,667,11540,39174.3
1341,16339,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","COXA C/SOBRECOXA FRANGO RESF     KG",78.97,756,597,7186,53823.08
1341,49771,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","MORTADELA ESPECIAL MANIPULADA","MORT BOLOGNA TRADICIONAL CERATTI FT",88.89,756,672,7554,51478.86
1341,409476,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","FILE DE PEITO FGO FAM KG",94.57,755,714,17246,439277.6
1341,73486,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","SALAME COPA E LOMBO MANIPULADO","LOMBO MANIPULADO","LOMBO DEF SEARA FAT            6220",76.46,756,578,3572,14409.68
1341,13116,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","SALAME COPA E LOMBO MANIPULADO","SALAME MANIPULADO","SALAME ITAL SADIA  FATIADO KG",87.3,756,660,14502,161495.94
1341,471053,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA TOSCANA MANIPULADA","LING TOSC NABRASA PERDIGAO GNEL KG",36.41,747,272,3900,44901.82
1341,92326,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA TOSCANA MANIPULADA","LING TOSCANA SADIA               KG",99.21,756,750,34584,418164
1341,28202,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","COXINHA DA ASA FRANGO RESF KG",59.79,756,452,3116,29879.98
1341,8440,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","PRESUNTO COZIDO ESPECIAL MANIPULADO","PRES ROYALE SADIA FAT PTOP P",63.36,756,479,2592,27578.48
1341,10924,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA DE AVE MANIPULADA","LING FRANGO SEARA GNEL KG      5185",40.61,756,307,1980,20092.76
1341,494595,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","MORTADELA MANIPULADA","MORTADELA TUBULAR MANIPULADA","MORTADELA DEFUMADA MARBA FAT",47.2,733,346,4692,15816
1341,471138,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO TEMPERADO GENERICO","DRUMET FGO TEMP RESF KG",35.07,750,263,1266,16111.92
1341,87247,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - FRANGO INTEIRO","FRANGO RESF (METADE)              K",18.79,745,140,590,5355.58
1341,42123,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","MORTADELA ESPECIAL MANIPULADA","MORT C/AZEITONA CERATTI FT",54.37,756,411,1648,7250.88
1341,63357,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","SOBRECOXA FGO S/PELE RESF GNEL COXA",57.88,755,437,2554,28740.38
1341,489584,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO ESPECIAL MANIPULADO","ROSBIFE MANIPULADO","PIG BEEF AZEITONA CERATTI FAT",43.5,754,328,1122,5412.42
1341,78788,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","COXA SCOXA FGO S/PELE RESF KG",14,693,97,346,3272.68
1341,143981,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","PRESUNTO MANIPULADO","APRESUNTADO MANIPULADO","APRESUNTADO PRIETO FAT",6.49,709,46,200,734.72
1341,409568,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","COXA C/SOBRECOXA FGO FAMILIAR KG",96.96,756,733,31426,490476.8
1341,465823,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG PATINHO NOVILHO BIFE",45.63,743,339,8088,158006.66
1341,59985,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","PALETA BOV RESF PEDACO           KG",74.21,756,561,16742,315114.36
1341,376,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","CONTRA FILE BOV RESF BIFE        KG",71.83,756,543,12862,259425.22
1341,418492,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","COXA FGO RESF FAMILIAR KG",42.93,750,322,2070,25631.44
1341,61315,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","CARNE P/ STROGONOFF DE ALCATRA",52.65,754,397,2580,49064.06
1341,465830,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG MUSCULO NOVILHO PEDACO",76.96,738,568,9354,185406.22
1341,77231,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","ALCATRA BOV RESF BIFE            KG",67.3,737,496,9930,173091.08
1341,44912,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","PATINHO BOV RESF PEDACO          KG",75,756,567,15780,376020.86
1341,52542,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","ACEM BOV RESF PEDACO             KG",75.79,756,573,19050,359347.18
1341,826,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","BUCHO BOVINO  KG",85.03,755,642,4218,61238.78
1341,465861,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG PALETA NOVILHO MIOLO",31.02,735,228,5152,96440.06
1341,473316,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG ALCATRA NOVILHO BOMBOM",72.75,756,550,3570,77323.4
1341,95877,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES ESPECIAIS FRANGO","BIFE DE FILE DE FRANGO RESF      KG",58.47,756,442,3666,32608.36
1341,11662,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","LAGARTO BOV RESF BIFE            KG",34.9,722,252,1098,11960.2
1341,473224,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","CG FILE MIGNON NOVILHO MEDALHAO",62.04,756,469,3420,143195.12
1341,115636,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG COXAO MOLE NOVILHO STROGONOFF",75.46,754,569,5092,82469.82
1341,19125,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","BIFE PATINHO BOV RESF FAMILIAR   KG",68.48,755,517,2820,117589.72
1341,1915,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","CARNE P/ STROGONOFF DE FILE MIGNON",64.21,746,479,3206,108669.14
1341,420,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BABY BEEF BOV RESF               KG",44.5,746,332,1736,53173.34
1341,901,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","FILE MIGNON BOV EXTRA LIMPO RESF KG",71.62,747,535,6478,404840.94
1341,471121,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO TEMPERADO GENERICO","FGO PASSARINHO TEMP RESF KG",30.09,741,223,1084,10990.54
1341,6668,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","ASA FRANGO RESF                  KG",54.63,756,413,2560,26358.84
1341,44455,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PECA","FRALDINHA FORA DO VACUO BOV RESF KG",8.97,725,65,244,4674.3
1341,409506,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","PEITO FRANGO RESF FAMILIAR KG",94.16,753,709,15530,300027.64
1341,1854,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","RUMP STEAK ALCATRA BOV RESF KG",67.81,640,434,3254,43353
1341,81641,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVNO BIFE","COXAO DURO BOV RESF BIFE         KG",47.67,707,337,1944,23896.3
1341,1304,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","MEDALHAO FILE MIGNOM BOV RESF    KG",59.33,745,442,3268,141637.52
1341,378055,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-MIUDO BOVINO","MOCOTO BOVINO KG",54.57,755,412,1582,18836.04
1341,119979,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG MUSCULO NOVILHO ESPECIAL",20.26,701,142,766,9831.08
1341,121491,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG LAGARTO NOVILHO EXTRA LIMPO",47.88,756,362,1658,61698.6
1341,12010,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - FRANGO INTEIRO","FRANGO A PASSARINHO RESF          K",47.61,752,358,2076,21141.68
1341,120098,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG COXAO DURO NOVILHO BIFE P/ ROLE",39.65,739,293,1150,30266.6
1341,50371,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO PEDACO","CAPA FILE BOV RESF PEDACO        KG",36.09,751,271,2866,53909.82
1341,1281,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO GENERICO","COXA FRANGO RESF                  K",69.71,756,527,2996,20557.44
1341,73653,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BOMBOM ALCATRA RESF               K",33.03,554,183,1202,23143.66
1341,89326,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","PEIXINHO ESPECIAL BOV RESF       KG",20.84,739,154,486,12078.42
1341,244640,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - CORTES FRANGO TEMPERADO GENERICO","MEIO ASA FGO RESF TEMP KG",30.56,756,231,1394,19969.64
1341,80347,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","LAGARTO BOVINO RESF EXTRA LIMPO KG",18.98,664,126,568,19908.52
1341,473293,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG CONTRA FILE NOVILHO P/ CHURRASCO",43.97,755,332,1308,29725.7
1341,120036,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RUBIA GALLEGA","RG BIFE A MINEIRA NOVILHO",11.78,713,84,330,2853.6
1341,97314,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","CUBOS FILE MIGNON                 K",6.07,676,41,110,3270.08
1341,216944,"CARNES E AVES","CARNES","AVES","AVES-RESFRIADAS","RESF - FRANGO INTEIRO","FRANGO INT CORTADO NA JUNTA RESF KG",4.01,673,27,66,1194.74
1341,5678,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","CONTRA FILE BOV RESF ESPECIAL    KG",1.98,202,4,8,207.36
1341,132145,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","LINGUICA MANIPULADA","LINGUICA SUINA MANIPULADA","LING CNE SUINA PERDIGAO GNEL",93.78,756,709,18334,217154.6
1341,25645,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO DE AVE MANIPULADO","BLANQUET E TRANCHET MANIPULADO","BLANQUET PERU SADIA LIGHT FAT",89.68,756,678,9062,70269.94
1341,66136,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","MORTADELA MANIPULADA","MORTADELA MANIPULADA","MORT BOLOGNELLA PERDIGAO FAT",96.56,755,729,36856,121502.3
1341,120975,"FRIOS TRANSFORMADOS","PEREC COMPLEMENTAR","FRIOS MANIPULADOS","FRIO DE AVE MANIPULADO","PEITO DE AVE MANIPULADO","PTO PERU S/CAS DEF LIG SEARA FAT",77.65,756,587,12648,101190.2
1341,52559,"CARNES E AVES","CARNES","BOVINOS","BOV-RESFRIADOS","RESF-BOVINO CORTE ESPECIAL","BIFE ESPECIAL CONTRA FILE RESF    K",3.91,511,20,72,1410.96
